# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1418068790;51240352;213284072;80.63;454900;8675812;208796664;76.51
axle;60;1418068850;52412016;212112408;80.19;454964;8681536;207503220;76.03
axle;60;1418068910;52407788;212116636;80.19;455008;8686328;207497724;76.03
axle;60;1418068970;52405764;212118660;80.19;455048;8690752;207497780;76.03
axle;60;1418069030;52410140;212114284;80.19;455096;8693908;207492332;76.03
axle;60;1418069090;52406320;212118104;80.19;455132;8695472;207492140;76.03
axle;60;1418069150;52406024;212118400;80.19;455164;8697052;207492332;76.03
axle;60;1418069210;52403516;212120908;80.19;455196;8699068;207492332;76.03
axle;60;1418069270;52401672;212122752;80.19;455236;8700292;207492332;76.03
axle;60;1418069330;52399160;212125264;80.19;455276;8701984;207492140;76.03
axle;60;1418069390;52396612;212127812;80.19;455308;8703688;207492332;76.03
axle;60;1418069450;52399672;212124752;80.19;455344;8705324;207492332;76.03
axle;60;1418069510;52397620;212126804;80.19;455376;8707036;207492332;76.03
axle;60;1418069570;52395344;212129080;80.19;455408;8708628;207492332;76.03
axle;60;1418069630;52392024;212132400;80.19;455444;8710484;207492332;76.03
axle;60;1418069690;49071728;215452696;81.45;455476;8712084;210958640;77.30
axle;60;1418069750;48186744;216337680;81.78;455532;8713772;211692832;77.57
axle;60;1418069810;48182532;216341892;81.79;455560;8715412;211692832;77.57
axle;60;1418069870;48184372;216340052;81.78;455596;8716816;211692832;77.57
axle;60;1418069930;48180388;216344036;81.79;455636;8718360;211692832;77.57
axle;60;1418069990;48178224;216346200;81.79;455676;8719936;211692828;77.57
axle;60;1418070050;48178316;216346108;81.79;455708;8721372;211692832;77.57
axle;60;1418070110;48179436;216344988;81.79;455740;8722868;211692832;77.57
axle;60;1418070170;48179472;216344952;81.79;455768;8724224;211692832;77.57
axle;60;1418070230;48172812;216351612;81.79;455800;8725588;211692816;77.57
axle;60;1418070290;48174132;216350292;81.79;455832;8727088;211692832;77.57
axle;60;1418070350;50532252;213992172;80.90;455860;8729032;210134872;77.00
axle;60;1418070410;48168728;216355696;81.79;455892;8730416;211705068;77.57
axle;60;1418070470;48165584;216358840;81.79;455920;8732324;211705128;77.57
axle;60;1418070530;48164748;216359676;81.79;455960;8733980;211705068;77.57
axle;60;1418070590;48161072;216363352;81.79;455992;8735616;211705068;77.57
axle;60;1418070650;52332492;212191932;80.22;456052;8771100;207503020;76.03
axle;60;1418070710;52333964;212190460;80.22;456092;8779312;208538596;76.41
axle;59;1418070770;52222836;212301588;80.26;456132;8781172;207596592;76.07
