# hostname;interval;timestamp;pswpin/s;pswpout/s
axle;60;1418068790;0.00;0.00
axle;60;1418068850;0.00;0.00
axle;60;1418068910;0.00;0.00
axle;60;1418068970;0.00;0.00
axle;60;1418069030;0.00;0.00
axle;60;1418069090;0.00;0.00
axle;60;1418069150;0.00;0.00
axle;60;1418069210;0.00;0.00
axle;60;1418069270;0.00;0.00
axle;60;1418069330;0.00;0.00
axle;60;1418069390;0.00;0.00
axle;60;1418069450;0.00;0.00
axle;60;1418069510;0.00;0.00
axle;60;1418069570;0.00;0.00
axle;60;1418069630;0.00;0.00
axle;60;1418069690;0.00;0.00
axle;60;1418069750;0.00;0.00
axle;60;1418069810;0.00;0.00
axle;60;1418069870;0.00;0.00
axle;60;1418069930;0.00;0.00
axle;60;1418069990;0.00;0.00
axle;60;1418070050;0.00;0.00
axle;60;1418070110;0.00;0.00
axle;60;1418070170;0.00;0.00
axle;60;1418070230;0.00;0.00
axle;60;1418070290;0.00;0.00
axle;60;1418070350;0.00;0.00
axle;60;1418070410;0.00;0.00
axle;60;1418070470;0.00;0.00
axle;60;1418070530;0.00;0.00
axle;60;1418070590;0.00;0.00
axle;60;1418070650;0.00;0.00
axle;60;1418070710;0.00;0.00
axle;59;1418070770;0.00;0.00
