# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1418073484;8634652;255889772;96.74;459984;47859344;211846616;77.63
axle;60;1418073544;6450952;258073472;97.56;460088;48099140;214045908;78.43
axle;60;1418073604;5262976;259261448;98.01;460216;47927136;215190384;78.85
axle;60;1418073664;1775880;262748544;99.33;460348;49955080;216633288;79.38
axle;60;1418073724;1112388;263412036;99.58;460492;48780428;218472948;80.05
axle;59;1418073784;958368;263566056;99.64;400800;45824228;221633968;81.21
axle;60;1418073844;938004;263586420;99.65;400564;43916528;223572280;81.92
axle;60;1418073904;2348816;262175608;99.11;400504;44798864;221278332;81.08
axle;60;1418073964;9283120;255241304;96.49;400632;45090960;214059504;78.44
axle;60;1418074024;6212380;258312044;97.65;400804;45393248;216829600;79.45
axle;60;1418074084;898376;263626048;99.66;400908;44686332;222851676;81.66
axle;60;1418074144;1324788;263199636;99.50;400988;43220652;223883180;82.04
axle;60;1418074204;880116;263644308;99.67;401036;42410104;225198888;82.52
axle;60;1418074264;9624804;254899620;96.36;401144;42426448;216349572;79.28
axle;60;1418074324;10889412;253635012;95.88;401256;44685040;212835928;77.99
axle;60;1418074384;9382560;255141864;96.45;401392;45679580;213355880;78.18
axle;60;1418074444;9509104;255015320;96.41;401496;45564704;213400496;78.19
axle;60;1418074504;10652292;253872132;95.97;401620;45575528;212248516;77.77
axle;60;1418074564;9215872;255308552;96.52;401732;46057948;213212708;78.13
axle;60;1418074624;10304856;254219568;96.10;401872;46086060;212082728;77.71
axle;60;1418074684;9630388;254894036;96.36;401956;45791632;212999912;78.05
axle;60;1418074744;6183148;258341276;97.66;402072;46863392;215347588;78.91
axle;60;1418074804;6358212;258166212;97.60;402184;45385188;216649104;79.38
axle;60;1418074864;4246792;260277632;98.39;402292;45992960;218200968;79.95
axle;60;1418074924;2524524;261999900;99.05;402416;45415824;220499832;80.80
axle;60;1418074984;913276;263611148;99.65;402528;44062164;223543500;81.91
axle;60;1418075044;4086476;260437948;98.46;402640;42984060;221429500;81.14
axle;60;1418075104;1903400;262621024;99.28;402764;46235892;220350788;80.74
axle;60;1418075164;4038044;260486380;98.47;402864;46814456;217601492;79.73
axle;60;1418075224;7267332;257257092;97.25;402944;47035800;214122040;78.46
axle;60;1418075284;7393964;257130460;97.20;403056;47077704;213992368;78.41
axle;60;1418075344;9416012;255108412;96.44;403120;46390920;212663116;77.92
axle;60;1418075404;8986664;255537760;96.60;403232;46834080;212600392;77.90
axle;60;1418075464;7877528;256646896;97.02;403392;47101416;213491888;78.23
axle;60;1418075524;7357648;257166776;97.22;403500;47109492;213989220;78.41
axle;60;1418075584;6609776;257914648;97.50;403612;47113112;214682480;78.66
axle;60;1418075644;6608924;257915500;97.50;403784;47135992;214686884;78.67
axle;60;1418075704;6348712;258175712;97.60;403876;47141256;214933700;78.76
axle;60;1418075764;12646372;251878052;95.22;404036;47229124;208680012;76.46
