Linux 3.0.101-0.15-default (axle) 	12/08/2014 	_x86_64_

09:32:55 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
09:33:55 PM     all      6.16      0.00      6.39      0.10      0.00     87.35
09:34:55 PM     all      6.28      0.00      8.20      0.00      0.00     85.51
09:35:55 PM     all      6.26      0.00      5.48      0.01      0.00     88.26
09:36:55 PM     all      3.37      0.00      3.01      0.00      0.00     93.62
09:37:55 PM     all      3.52      0.00      2.81      0.00      0.00     93.67
09:38:55 PM     all      3.54      0.00      2.79      0.00      0.00     93.66
09:39:55 PM     all      3.60      0.00      2.73      0.00      0.00     93.67
09:40:55 PM     all      4.03      0.00      2.30      0.00      0.00     93.67
09:41:55 PM     all      4.00      0.00      2.33      0.00      0.00     93.67
09:42:55 PM     all      3.97      0.00      2.36      0.00      0.00     93.67
09:43:55 PM     all      5.37      0.00      0.95      0.00      0.00     93.69
09:44:55 PM     all      3.40      0.00      2.99      0.00      0.00     93.60
09:45:55 PM     all      3.29      0.00      3.03      0.00      0.00     93.68
09:46:55 PM     all      4.10      0.00      2.23      0.00      0.00     93.67
09:47:55 PM     all      5.49      0.00      0.79      0.00      0.00     93.72
09:48:55 PM     all      5.92      0.00      0.35      0.00      0.00     93.73
09:49:55 PM     all      5.01      0.00      1.37      0.00      0.00     93.62
09:50:55 PM     all      4.82      0.00      1.54      0.00      0.00     93.63
09:51:55 PM     all      3.96      0.00      2.35      0.00      0.00     93.69
09:52:55 PM     all      4.94      0.00      1.34      0.00      0.00     93.72
09:53:55 PM     all      5.19      0.00      1.12      0.00      0.00     93.69
09:54:55 PM     all      6.12      0.00      0.16      0.00      0.00     93.73
09:55:55 PM     all      5.50      0.00      0.80      0.00      0.00     93.69
09:56:55 PM     all      4.77      0.00      1.52      0.00      0.00     93.71
09:57:55 PM     all      4.83      0.00      1.53      0.00      0.00     93.65
09:58:55 PM     all      4.11      0.00      2.19      0.00      0.00     93.70
09:59:55 PM     all      4.16      0.00      2.17      0.00      0.00     93.67
10:00:55 PM     all      4.81      0.00      1.48      0.00      0.00     93.71
10:01:55 PM     all      4.85      0.00      1.43      0.00      0.00     93.72
10:02:55 PM     all      5.68      0.00      0.63      0.00      0.00     93.69
10:03:55 PM     all      5.91      0.00      0.36      0.00      0.00     93.73
10:04:55 PM     all      5.87      0.00      0.40      0.00      0.00     93.73
10:05:55 PM     all      6.03      0.00      0.24      0.00      0.00     93.73
10:06:55 PM     all      6.13      0.00      0.16      0.00      0.00     93.70
10:07:55 PM     all      4.85      0.00      1.43      0.00      0.00     93.73
10:08:55 PM     all      4.65      0.00      1.67      0.00      0.00     93.68
10:09:55 PM     all      4.49      0.00      1.82      0.00      0.00     93.69
10:10:55 PM     all      4.88      0.00      1.41      0.00      0.00     93.71
10:11:55 PM     all      4.97      0.00      1.34      0.00      0.00     93.68
10:12:55 PM     all      5.27      0.00      1.00      0.00      0.00     93.73
10:13:55 PM     all      5.06      0.00      1.24      0.00      0.00     93.70
