# hostname;interval;timestamp;frmpg/s;bufpg/s;campg/s
axle;60;1418070835;-64813.02;0.35;62872.91
axle;59;1418070895;-5700.44;0.37;5719.98
axle;60;1418070955;8903.08;0.48;-7138.53
axle;60;1418071015;15583.74;0.17;-16503.15
axle;60;1418071075;-989.00;0.13;5.70
axle;60;1418071135;-1007.69;0.18;6.84
axle;60;1418071195;-1006.39;0.18;5.75
axle;60;1418071255;-423.14;0.13;6.80
axle;60;1418071315;-8.89;0.15;6.80
axle;60;1418071375;-5.24;0.17;5.75
axle;60;1418071435;-20.07;0.10;6.45
axle;60;1418071495;-6045.42;0.25;10515.22
axle;60;1418071555;-50932.79;0.30;50949.59
axle;60;1418071615;-35578.62;0.30;29685.14
axle;60;1418071675;-8660.02;0.13;7.73
axle;60;1418071735;-5339.00;0.17;8.87
axle;60;1418071795;-27.15;0.18;5.82
axle;60;1418071855;19492.10;0.20;190.86
axle;60;1418071915;-272.35;0.22;465.80
axle;60;1418071975;1.18;0.13;7.75
axle;60;1418072035;-2233.52;0.23;7.32
axle;60;1418072095;-150.67;0.13;6.65
axle;60;1418072155;-4568.54;0.25;5014.05
axle;60;1418072215;-5582.04;0.10;5487.36
axle;60;1418072275;-3649.10;0.27;5157.07
axle;60;1418072335;-13207.40;0.20;13724.98
axle;60;1418072395;-9447.97;0.32;9298.07
axle;60;1418072455;-47.56;0.23;6.85
axle;60;1418072515;-98.05;0.17;7.80
axle;60;1418072575;344.43;0.20;6.10
axle;60;1418072635;-2.63;0.17;6.67
axle;60;1418072695;-3.23;0.13;5.67
axle;60;1418072755;-47.22;0.17;5.63
axle;60;1418072815;-706.75;0.20;7.45
axle;60;1418072875;-4176.28;0.20;7.10
axle;60;1418072935;4473.69;0.25;7.57
axle;60;1418072995;-442.74;0.23;4.98
axle;60;1418073055;-421.20;0.10;7.78
axle;60;1418073115;1171.20;0.20;6.95
axle;60;1418073175;-254.69;0.17;6.67
axle;60;1418073235;342.26;0.10;1.75
